"","","","PETITIONER"
"","Vs.","",""
"","","1.  Returning Officer,",""
"","","Manthai West Pradeshiya Sabha,",""
"","","Election Office,",""
"","","Mannar.",""
"","","2.  Mr. R M A L Rathnayake,",""
"","","Chairman of the election Commission.",""
"","","3.  Mr. M A P C Perera,",""
"","","4.  Mr. A M Faaiz,",""
"","","5.  Ms. A Shanmuganathan,",""
"","","6.  Prof. Lakshman Dissanayake,",""
"","","All who are members of the Election",""
"","","Commission.",""
"","","7.  Mr. Saman Sri Ratnayake,",""
"","","","Commissioner General of Elections All of"
"","","Elections Secretariat,",""
"","","Sarana Mawatha,",""
"","","Rajagiriya.",""
"SC Writ 9/25 and Others","","JUDGMENT","Page 4 of 21"
